OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
690;407;7358698;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Dornach;4010;Linz;Freistädter Straße;291;+43 59133 4581 100;+43;59133;4581;100;109;PI-O-Linz-Dornach@polizei.gv.at;14,313962520000000;48,329922969999998
691;408;7256651;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Ebelsberg;4030;Linz;Lunaplatz;10;+43 59133 4582 100;+43;59133;4582;100;109;PI-O-Linz-Ebelsberg@polizei.gv.at;14,359865200000000;48,257320409999998
692;409;7243634;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion (FGP-SB);Linz-Hauptbahnhof (FGP-SB);4020;Linz;Bahnhofplatz;3-6;+43 59133 4583 100;+43;59133;4583;100;109;PI-O-Linz-Hauptbahnhof@polizei.gv.at;14,291177749999999;48,290531160000000
693;410;7529836;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Kaarstraße;4010;Linz;Mühlkreisbahnstraße;13;+43 59133 4584 100;+43;59133;4584;100;109;PI-O-Linz-Kaarstrasse@polizei.gv.at;14,279743829999999;48,311600900000002
694;411;5264521;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Kleinmünchen;4010;Linz;Denkstraße;16;+43 59133 4585 100;+43;59133;4585;100;109;PI-O-Linz-Kleinmuenchen@polizei.gv.at;14,318709869999999;48,257266659999999
695;412;5283395;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Landhaus;4010;Linz;Theatergasse;1;+43 59133 4586 100;+43;59133;4586;100;109;PI-O-Linz-Landhaus@polizei.gv.at;14,284822090000000;48,304185830000002
696;413;7244074;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Lenaupark;4020;Linz;Hamerlingstraße;44-46;+43 59133 4587 100;+43;59133;4587;100;109;PI-O-Linz-Lenaupark@polizei.gv.at;14,304181290000001;48,292011230000000
697;414;5277553;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Neue Heimat;4030;Linz;Salzburgerstraße;247;+43 59133 4588 100;+43;59133;4588;100;109;PI-O-Linz-Neue-Heimat-Oed@polizei.gv.at;14,284051040000000;48,253950250000003
698;416;5274993;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Nietzschestraße;4010;Linz;Nietzschestraße;33;+43 59133 4589 100;+43;59133;4589;100;109;PI-O-Linz-Nietzschestrasse@polizei.gv.at;14,304556850000001;48,306823729999998
699;417;5264067;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Bürgerstraße;4020;Linz;Bürgerstraße;47;+43 59133 4592 100;+43;59133;4592;100;109;PI-O-Linz-Schubertstrasse@polizei.gv.at;14,296862610000000;48,299835209999998
700;419;5274993;001;4;Oberösterreich;401;Linz (Stadt);Polizeiinspektion;Linz-Sonderdienste-Stromdienst;4010;Linz;Nietzschestraße;33;+43 59133 45 4910;+43;59133;45;4910;109;vsd-o-linz@polizei.gv.at;14,304556850000001;48,306823729999998
701;420;5274993;001;4;Oberösterreich;401;Linz (Stadt);Verkehrsinspektion;Linz;4010;Linz;Nietzschestraße;33;+43 732 7803 5430;+43;732;7803;5430;;VI-O-Linz@polizei.gv.at;14,304556850000001;48,306823729999998
702;423;5453442;001;4;Oberösterreich;411;Perg;Polizeiinspektion;Mauthausen;4310;Mauthausen;Lindenweg;7;+43 59133 4324 100;+43;59133;4324;100;109;PI-O-Mauthausen@polizei.gv.at;14,514659890000001;48,242511749999998
703;425;5456535;001;4;Oberösterreich;411;Perg;Bezirkspolizeikommando;Perg;4320;Perg;Linzer Straße;65;+43 59133 4320 305;+43;59133;4320;305;309;BPK-O-Perg@polizei.gv.at;14,622235290000001;48,250858489999999
704;427;7156834;001;4;Oberösterreich;411;Perg;Polizeiinspektion;Sankt Georgen an der Gusen;4222;Sankt Georgen an der Gusen;Gusentalstraße;21;+43 59133 4327 100;+43;59133;4327;100;109;PI-O-St-Georgen-Gusen@polizei.gv.at;14,447269130000000;48,274273020000003
705;429;5464312;001;4;Oberösterreich;412;Ried im Innkreis;Polizeiinspektion;Aurolzmünster;4971;Aurolzmünster;Marktplatz;2;+43 59133 4242 100;+43;59133;4242;100;109;PI-O-Aurolzmuenster@polizei.gv.at;13,454837800000000;48,249050140000001
706;430;5465208;001;4;Oberösterreich;412;Ried im Innkreis;Polizeiinspektion;Eberschwang;4906;Eberschwang;Eberschwang;93;+43 59133 4243 100;+43;59133;4243;100;109;PI-O-Eberschwang@polizei.gv.at;13,561634070000000;48,153835299999997
707;431;5471518;001;4;Oberösterreich;412;Ried im Innkreis;Polizeiinspektion;Obernberg am Inn;4982;Obernberg am Inn;Marktplatz;36;+43 59133 4244 100;+43;59133;4244;100;109;PI-O-Obernberg@polizei.gv.at;13,335909850000000;48,321506499999998
708;432;5475041;001;4;Oberösterreich;412;Ried im Innkreis;Bezirkspolizeikommando;Ried im Innkreis;4910;Ried im Innkreis;Rapolter Straße;10;+43 59133 4240 305;+43;59133;4240;305;309;BPK-O-Ried@polizei.gv.at;13,486424449999999;48,203414920000000
709;435;5478505;001;4;Oberösterreich;412;Ried im Innkreis;Autobahnpolizeiinspektion;Ried im Innkreis;4911;Tumeltsham;Walchshausen;19;+43 59133 4245 200;+43;59133;4245;200;209;API-O-Ried@polizei.gv.at;13,510339739999999;48,240409860000000
710;436;5479343;001;4;Oberösterreich;412;Ried im Innkreis;Polizeiinspektion;Waldzell;4924;Waldzell;Hofmark;8;+43 59133 4247 100;+43;59133;4247;100;109;PI-O-Waldzell@polizei.gv.at;13,427495179999999;48,135804329999999
711;438;5483661;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Helfenberg;4184;Helfenberg;Bad-Leonfeldner-Straße;15;+43 59133 4253 100;+43;59133;4253;100;109;PI-O-Helfenberg@polizei.gv.at;14,143615730000000;48,544597629999998
712;439;5486680;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Lembach;4132;Lembach;Falkensteinstraße;22;+43 59133 4255 100;+43;59133;4255;100;109;PI-O-Lembach@polizei.gv.at;13,891674999999999;48,494876869999999
713;440;5487452;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Neufelden;4120;Neufelden;Markt;40;+43 59133 4256 100;+43;59133;4256;100;109;PI-O-Neufelden@polizei.gv.at;13,999235160000000;48,484233860000003
714;441;7391105;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Peilstein;4153;Peilstein;Richterweg;3;+43 59133 4257 100;+43;59133;4257;100;109;PI-O-Peilstein@polizei.gv.at;13,892621040000000;48,619491580000002
715;442;7208227;001;4;Oberösterreich;413;Rohrbach;Bezirkspolizeikommando;Rohrbach;4150;Rohrbach;Am Teich;2;+43 59133 4250 305;+43;59133;4250;305;309;BPK-O-Rohrbach@polizei.gv.at;13,991037370000001;48,574054719999999
716;643;5492192;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Sankt Martin im Mühlkreis;4113;Sankt Martin im Mühlkreis;Landhaager Straße;8;+43 59133 4259 100;+43;59133;4259;100;109;PI-O-St-Martin@polizei.gv.at;14,040182710000000;48,413698019999998
717;644;5495876;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Ulrichsberg;4161;Ulrichsberg;Falkensteinstraße;6;+43 59133 4261 100;+43;59133;4261;100;109;PI-O-Ulrichsberg@polizei.gv.at;13,914690980000000;48,674041750000001
718;645;7283835;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Andorf;4770;Andorf;Bahnhofstraße;22;+43 59133 4271 100;+43;59133;4271;100;109;PI-O-Andorf@polizei.gv.at;13,567129140000000;48,370830540000000
719;646;5500121;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Engelhartszell-Stromdienst;4090;Engelhartszell;Stiftstraße;72;+43 59133 4272 100;+43;59133;4272;100;109;PI-O-Engelhartszell@polizei.gv.at;13,734383590000000;48,502208709999998
720;647;7330322;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Münzkirchen;4792;Münzkirchen;Molkereistraße;8;+43 59133 4273 100;+43;59133;4273;100;109;PI-O-Muenzkirchen@polizei.gv.at;13,560622220000001;48,483089450000001
721;650;5509537;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Schardenberg;4784;Schardenberg;Fronwaldstraße;2;+43 59133 4276 100;+43;59133;4276;100;109;PI-O-Schardenberg@polizei.gv.at;13,496836289999999;48,520516909999998
722;651;5507952;001;4;Oberösterreich;414;Schärding;Bezirkspolizeikommando;Schärding;4780;Schärding;Bahnhofstraße;3;+43 59133 4270 305;+43;59133;4270;305;309;BPK-O-Schaerding@polizei.gv.at;13,433327680000000;48,457111359999999
723;653;5510300;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Suben;4975;Suben;Suben;1;+43 59133 4277 100;+43;59133;4277;100;109;PI-O-Suben@polizei.gv.at;13,429825790000001;48,412815100000003
724;654;5514345;001;4;Oberösterreich;415;Steyr (Land);Polizeiinspektion;Bad Hall;4540;Bad Hall;Hauptplatz;7/1;+43 59133 4151 100;+43;59133;4151;100;109;PI-O-Bad-Hall@polizei.gv.at;14,208839420000000;48,035007479999997
725;656;7046650;001;4;Oberösterreich;415;Steyr (Land);Bezirkspolizeikommando;Steyr-Land;4451;Garsten;Marian-Rittinger-Straße;9;+43 59133 4150 305;+43;59133;4150;305;309;BPK-O-Steyr-Land@polizei.gv.at;14,409663210000000;48,019268040000000
726;657;5518513;001;4;Oberösterreich;415;Steyr (Land);Polizeiinspektion;Großraming;4463;Großraming;Eisenstraße;25;+43 59133 4152 100;+43;59133;4152;100;109;PI-O-Grossraming@polizei.gv.at;14,548019030000001;47,884743380000003
727;658;5525115;001;4;Oberösterreich;415;Steyr (Land);Polizeiinspektion;Sierning;4522;Sierning;Wallernstraße;5;+43 59133 4153 100;+43;59133;4153;100;109;PI-O-Sierning@polizei.gv.at;14,310622220000001;48,041942599999999
728;962;5687601;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Radstadt;5550;Radstadt;Stadtplatz;1;+43 59133 5151;+43;59133;5151;;109;PI-S-Radstadt@polizei.gv.at;13,462472920000000;47,384990690000002
729;964;5688202;001;5;Salzburg;504;Sankt Johann im Pongau;Bezirkspolizeikommando;Sankt Johann im Pongau;5600;Sankt Johann im Pongau;Ing.-Ludwig-Pech-Straße;10;+43 59133 5140 305;+43;59133;5140;305;309;BPK-S-St-Johann@polizei.gv.at;13,201814660000000;47,349658970000000
730;967;5693356;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Werfen;5450;Werfen;Markt;19;+43 59133 5154;+43;59133;5154;;109;PI-S-Werfen@polizei.gv.at;13,188653950000001;47,477695470000000
731;968;7186719;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Eben im Pongau;5531;Eben im Pongau;Eben im Pongau;351;+43 59133 5149;+43;59133;5149;;109;PI-S-Eben@polizei.gv.at;13,390508700000000;47,411801740000001
732;970;5695017;001;5;Salzburg;505;Tamsweg;Polizeiinspektion;Mauterndorf;5570;Mauterndorf;Markt;157;+43 59133 5162;+43;59133;5162;;109;PI-S-Mauterndorf@polizei.gv.at;13,683591849999999;47,134063720000000
733;972;5697333;001;5;Salzburg;505;Tamsweg;Polizeiinspektion;Sankt Michael im Lungau;5582;Sankt Michael im Lungau;Marktplatz;1;+43 59133 5165;+43;59133;5165;;109;PI-S-St-Michael-im-Lungau@polizei.gv.at;13,637291910000000;47,098796849999999
734;973;5697239;001;5;Salzburg;505;Tamsweg;Autobahnpolizeiinspektion;Sankt Michael im Lungau;5582;Sankt Michael im Lungau;Oberweißburg;122;+43 59133 5166;+43;59133;5166;;209;API-S-St-Michael-im-Lungau@polizei.gv.at;13,589645389999999;47,109909060000000
735;974;7046657;001;5;Salzburg;505;Tamsweg;Bezirkspolizeikommando;Tamsweg;5580;Tamsweg;Gartengasse;5;+43 59133 5160 305;+43;59133;5160;305;309;BPK-S-Tamsweg@polizei.gv.at;13,812700000000000;47,125700000000002
736;976;5701400;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Bruck an der Glocknerstraße;5671;Bruck an der Glocknerstraße;Raiffeisenstraße;2;+43 59133 5172;+43;59133;5172;;109;PI-S-Bruck-an-der-Glocknerstrasse@polizei.gv.at;12,824468619999999;47,286567689999998
737;977;7366193;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Kaprun;5710;Kaprun;Wilhelm-Fazokas-Straße;20b;+43 59133 5173;+43;59133;5173;;109;PI-S-Kaprun@polizei.gv.at;12,758221949999999;47,271532219999997
738;978;5705630;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Lofer;5090;Lofer;Lofer;118;+43 59133 5176;+43;59133;5176;;109;PI-S-Lofer@polizei.gv.at;12,694898340000000;47,586299720000000
739;980;5707758;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Mittersill;5730;Mittersill;Gerlosstraße;8a;+43 59133 5177;+43;59133;5177;;109;PI-S-Mittersill@polizei.gv.at;12,479932789999999;47,280548099999997
740;981;5709320;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Neukirchen am Großvenediger;5741;Neukirchen am Großvenediger;Wildkogelbahnstrasse;441;+43 59133 5179;+43;59133;5179;;109;PI-S-Neukirchen-am-Grossvenediger@polizei.gv.at;12,280298330000001;47,254201049999999
741;983;5713160;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Saalbach-Hinterglemm;5753;Saalbach;Saalbach;310;+43 59133 5182;+43;59133;5182;;109;PI-S-Saalbach@polizei.gv.at;12,637402950000000;47,389599439999998
742;984;5714421;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Saalfelden;5760;Saalfelden am Steinernen Meer;Lofererstraße;50-A;+43 59133 5183;+43;59133;5183;;109;PI-S-Saalfelden@polizei.gv.at;12,847007930000000;47,428525749999999
743;985;5718052;001;5;Salzburg;506;Zell am See;Polizeiinspektion;Taxenbach;5660;Taxenbach;Bundesstraße;14;+43 59133 5184;+43;59133;5184;;109;PI-S-Taxenbach@polizei.gv.at;12,970844270000001;47,293773649999999
744;986;5720560;001;5;Salzburg;506;Zell am See;Bezirkspolizeikommando;Zell am See;5700;Zell am See;Brucker Bundesstraße;3;+43 59133 5170 305;+43;59133;5170;305;309;BPK-S-Zell-am-See@polizei.gv.at;12,796497349999999;47,321918490000002
745;711;5760164;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Breitenau am Hochlantsch;8614;Breitenau am Hochlantsch;St. Jakob;16;+43 59133 6201 100;+43;59133;6201;100;109;PI-ST-Breitenau-am-Hochlantsch@polizei.gv.at;15,431161220000000;47,390964179999997
746;713;5761257;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Bruck an der Mur;8600;Bruck an der Mur;Herzog-Ernst-Gasse;9;+43 59133 6200 100;+43;59133;6200;100;109;PI-ST-Bruck-an-der-Mur@polizei.gv.at;15,270586079999999;47,411294390000002
747;714;5761257;001;6;Steiermark;621;Bruck-Mürzzuschlag;Autobahnpolizeiinspektion;Bruck an der Mur;8600;Bruck an der Mur;Herzog-Ernst-Gasse;9;+43 59133 6200 200;+43;59133;6200;200;;API-ST-Bruck-an-der-Mur@polizei.gv.at;15,270505910000001;47,411437990000003
748;716;5766182;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Kapfenberg;8605;Kapfenberg;Wiener Straße;101;+43 59133 6203 100;+43;59133;6203;100;109;PI-ST-Kapfenberg@polizei.gv.at;15,305395880000001;47,448743399999998
749;718;7337607;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Mariazell;8630;Mariazell;Dr.-Ludwig-Leber-Straße;12;+43 59133 6205 100;+43;59133;6205;100;109;PI-ST-Mariazell@polizei.gv.at;15,314698229999999;47,774932860000000
750;720;7062769;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Sankt Marein im Mürztal;8641;Sankt Marein im Mürztal;Hauptstraße;1A;+43 59133 6208 100;+43;59133;6208;100;109;PI-ST-St-Marein-im-Muerztal@polizei.gv.at;15,364699999999999;47,473100000000002
751;721;7366791;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Thörl;8621;Thörl;Palbersdorf;205;+43 59133 6209 100;+43;59133;6209;100;109;PI-ST-Thoerl@polizei.gv.at;15,234049590000000;47,522401500000001
752;722;5774732;001;6;Steiermark;603;Deutschlandsberg;Bezirkspolizeikommando;Deutschlandsberg;8530;Deutschlandsberg;Bahnhofstraße;6;+43 59133 6100 305;+43;59133;6100;305;309;BPK-ST-Deutschlandsberg@polizei.gv.at;15,215907100000001;46,817764279999999
753;724;5777172;001;6;Steiermark;603;Deutschlandsberg;Polizeiinspektion;Eibiswald;8552;Eibiswald;Eibiswald;294;+43 59133 6102 100;+43;59133;6102;100;109;PI-ST-Eibiswald@polizei.gv.at;15,245601660000000;46,688064580000002
754;725;5781104;001;6;Steiermark;603;Deutschlandsberg;Polizeiinspektion;Groß Sankt Florian;8522;Groß Sankt Florian;Marktplatz;5;+43 59133 6103 100;+43;59133;6103;100;109;PI-ST-Gross-St-Florian@polizei.gv.at;15,316559079999999;46,823806800000000
755;726;7062775;001;6;Steiermark;603;Deutschlandsberg;Polizeiinspektion;Lannach;8502;Lannach;Franz-Kandler-Straße;11;+43 59133 6104 100;+43;59133;6104;100;109;PI-ST-Lannach@polizei.gv.at;15,330594070000000;46,944404599999999
756;728;5789133;001;6;Steiermark;603;Deutschlandsberg;Polizeiinspektion;Schwanberg;8541;Schwanberg;Hauptplatz;17;+43 59133 6109 100;+43;59133;6109;100;109;PI-ST-Schwanberg@polizei.gv.at;15,200428020000000;46,757148749999999
757;731;5790162;001;6;Steiermark;603;Deutschlandsberg;Polizeiinspektion;Stainz;8510;Stainz;Steggasse;4;+43 59133 6112 100;+43;59133;6112;100;109;PI-ST-Stainz@polizei.gv.at;15,266574869999999;46,894008640000003
758;733;5794491;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Bad Gleichenberg;8344;Bad Gleichenberg;Feldbacher Straße;3;+43 59133 6121 100;+43;59133;6121;100;109;PI-ST-Bad-Gleichenberg@polizei.gv.at;15,906895080000000;46,879128459999997
759;734;5796817;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Fehring;8350;Fehring;Hauptplatz;17;+43 59133 6122 100;+43;59133;6122;100;109;PI-ST-Fehring@polizei.gv.at;16,010421760000000;46,935043340000000
760;736;5797942;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Feldbach;8330;Feldbach;Grillparzerstraße;3;+43 59133 6120 100;+43;59133;6120;100;109;PI-ST-Feldbach@polizei.gv.at;15,882232670000000;46,952861790000000
761;737;5799456;002;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Gnas;8342;Gnas;Gnas;15;+43 59133 6123 100;+43;59133;6123;100;109;PI-ST-Gnas@polizei.gv.at;15,826796540000000;46,874366760000001
762;738;5802994;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Kirchbach in Steiermark;8082;Kirchbach in Steiermark;Kirchbach in Steiermark;15;+43 59133 6124 100;+43;59133;6124;100;109;PI-ST-Kirchbach-in-Steiermark@polizei.gv.at;15,662291529999999;46,931678769999998
763;739;6981849;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Kirchberg an der Raab;8324;Kirchberg an der Raab;Kirchberg an der Raab;212;+43 59133 6125 100;+43;59133;6125;100;109;PI-ST-Kirchberg-an-der-Raab@polizei.gv.at;15,767587669999999;46,985893249999997
764;742;5810654;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Sankt Stefan im Rosental;8083;Sankt Stefan im Rosental;Murecker Straße;25;+43 59133 6128 100;+43;59133;6128;100;109;PI-ST-St-Stefan-im-Rosental@polizei.gv.at;15,712114800000000;46,902357350000003
765;745;5816221;002;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Fürstenfeld;8280;Fürstenfeld;Schillerstraße;9;+43 59133 6220 100;+43;59133;6220;100;109;PI-ST-Fuerstenfeld@polizei.gv.at;16,081716539999999;47,045852660000001
766;751;5753049;001;6;Steiermark;601;Graz (Stadt);Landespolizeidirektion;Steiermark;8052;Graz;Straßganger Straße;280;+43 59133 60;+43;59133;60;;;LPD-ST@polizei.gv.at;15,394584810000000;47,045971979999997
767;759;7590345;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Deutschfeistritz;8121;Deutschfeistritz;Getreidegasse;2;+43 59133 6131 100;+43;59133;6131;100;109;PI-ST-Deutschfeistritz@polizei.gv.at;15,333066550000000;47,191121729999999
768;760;5823183;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Eggersdorf bei Graz;8063;Eggersdorf bei Graz;Hauptstraße;11;+43 59133 6132 100;+43;59133;6132;100;109;PI-ST-Eggersdorf-bei-Graz@polizei.gv.at;15,607836730000001;47,124343869999997
769;761;5825748;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Feldkirchen bei Graz;8073;Feldkirchen bei Graz;Marktplatz;2;+43 59133 6133 100;+43;59133;6133;100;109;PI-ST-Feldkirchen-bei-Graz@polizei.gv.at;15,443124060000001;47,011582120000000
770;762;5824632;001;6;Steiermark;606;Graz-Umgebung;Grenzpolizeiinspektion (GREKO);Flughafen Graz;8073;Feldkirchen bei Graz;Flughafenstraße;51;+43 59133 6134 200;+43;59133;6134;200;209;GPI-ST-Graz-Flughafen@polizei.gv.at;15,445547400000001;46,994970500000001
771;763;5826682;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Frohnleiten;8130;Frohnleiten;Dr.-Ammann-Straße;2;+43 59133 6135 100;+43;59133;6135;100;109;PI-ST-Frohnleiten@polizei.gv.at;15,322043430000001;47,272003179999999
772;764;7228173;004;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Gratwein;8112;Gratwein;Bahnhofplatz;3;+43 59133 6137 100;+43;59133;6137;100;109;PI-ST-Gratwein@polizei.gv.at;15,321812639999999;47,128524779999999
773;765;7211680;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Hausmannstätten bei Graz;8071;Hausmannstätten bei Graz;Marktplatz;1;+43 59133 6139 100;+43;59133;6139;100;109;PI-ST-Hausmannstaetten@polizei.gv.at;15,507826229999999;46,991521229999996
774;767;7370871;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Kalsdorf bei Graz;8401;Kalsdorf bei Graz;Hauptstraße;137;+43 59133 6142 100;+43;59133;6142;100;109;PI-ST-Kalsdorf-bei-Graz@polizei.gv.at;15,479481699999999;46,962203979999998
775;768;5840419;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Kumberg;8062;Kumberg;Meierhöfenstraße;7;+43 59133 6143 100;+43;59133;6143;100;109;PI-ST-Kumberg@polizei.gv.at;15,533029089999999;47,160780899999999
776;769;5841222;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Lassnitzhöhe;8301;Laßnitzhöhe;Hauptstraße;52;+43 59133 6144 100;+43;59133;6144;100;109;PI-ST-Lassnitzhoehe@polizei.gv.at;15,586475380000000;47,075744630000003
777;770;5842644;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Lieboch;8501;Lieboch;Rupert-Schmid-Platz;1;+43 59133 6145 100;+43;59133;6145;100;109;PI-ST-Lieboch@polizei.gv.at;15,338589669999999;46,972103120000000
778;771;5845813;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Raaba;8074;Raaba;Dr.-Auner-Straße;2;+43 59133 6146 100;+43;59133;6146;100;109;PI-ST-Raaba@polizei.gv.at;15,494950690000000;47,029441730000002
779;772;5848938;001;6;Steiermark;606;Graz-Umgebung;Bezirkspolizeikommando;Graz-Umgebung;8054;Seiersberg;Feldkirchner Straße;21;+43 59133 6130 305;+43;59133;6130;305;309;BPK-ST-Graz-Umgebung@polizei.gv.at;15,403309830000000;47,010601049999998
780;777;5853952;001;6;Steiermark;606;Graz-Umgebung;Autobahnpolizeiinspektion;Graz-West;8141;Unterpremstätten;Bäckweg;35;+43 59133 6138 200;+43;59133;6138;200;209;API-ST-Graz-West@polizei.gv.at;15,419956210000000;46,983753210000003
781;778;7439593;;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Unterpremstätten;8141;Unterpremstätten;Hauptstraße;131a;+43 59133 6154 100;+43;59133;6154;100;109;PI-ST-Unterpremstaetten@polizei.gv.at;15,404966450000000;46,972950490000002
782;779;5877524;002;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Bad Waltersdorf;8271;Bad Waltersdorf;Bad Waltersdorf;4;+43 59133 6231 100;+43;59133;6231;100;109;PI-ST-Bad-Waltersdorf@polizei.gv.at;16,007373820000002;47,169876100000003
783;780;5860658;001;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Friedberg;8240;Friedberg;Wiener Straße;4;+43 59133 6232 100;+43;59133;6232;100;109;PI-ST-Friedberg@polizei.gv.at;16,058633810000000;47,441307070000001
784;781;5863128;001;6;Steiermark;622;Hartberg-Fürstenfeld;Bezirkspolizeikommando;Hartberg-Fürstenfeld;8230;Hartberg;Ressavarstraße;29;+43 59133 6230 305;+43;59133;6230;305;309;BPK-ST-Hartberg@polizei.gv.at;15,974147100000000;47,282261640000002
785;783;7530129;001;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Kaindorf;8224;Kaindorf;Kaindorf;400;+43 59133 6234 100;+43;59133;6234;100;109;PI-ST-Kaindorf@polizei.gv.at;15,910756960000001;47,221350590000000
786;784;7299204;001;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Pöllau;8225;Pöllau;Schloffereckstraße;619;+43 59133 6235 100;+43;59133;6235;100;109;PI-ST-Poellau@polizei.gv.at;15,839399530000000;47,302195140000002
787;785;5870573;001;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Rohrbach an der Lafnitz;8234;Rohrbach an der Lafnitz;Obere Hauptstraße;17/2;+43 59133 6236 100;+43;59133;6236;100;109;PI-ST-Rohrbach-an-der-Lafnitz@polizei.gv.at;15,995500000000000;47,390400000000000
788;786;5872028;001;6;Steiermark;622;Hartberg-Fürstenfeld;Autobahnpolizeiinspektion;Hartberg;8295;Sankt Johann in der Haide;Sankt Johann in der Haide;163;+43 59133 6238 200;+43;59133;6238;200;209;API-ST-Hartberg@polizei.gv.at;16,007165919999998;47,280143740000000
789;787;5876379;001;6;Steiermark;622;Hartberg-Fürstenfeld;Polizeiinspektion;Vorau;8250;Vorau;Rathausplatz;43;+43 59133 6239 100;+43;59133;6239;100;109;PI-ST-Vorau@polizei.gv.at;15,889204240000000;47,407406450000003
790;839;5957049;001;6;Steiermark;612;Liezen;Polizeiinspektion;Stainach;8950;Stainach;Grazer Straße;338;+43 59133 6357 100;+43;59133;6357;100;109;PI-ST-Stainach@polizei.gv.at;14,110210420000000;47,533138280000003
791;308;6189733;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Polizeiinspektion;Sankt Pölten-Bahnhof;3100;Sankt Pölten;Bahnhofplatz;1a;+43 59133 3191 100;+43;59133;3191;100;109;PI-N-St-Poelten-Bahnhof@polizei.gv.at;15,626059100000001;48,207766599999999
